sector,market_cap,revenue,company,company_id,n_employee,state,headoffice_address,lat,lng
Banks,496,,CARTER BANK & TRUST,3012944,,Virginia VA,1300 Kings Mountain Road Martinsville  Virginia VA 24112 United States,36.7197394,-79.8808091
Electronic & Electrical Equipment,493,452,COHU INC,7269,3500,California CA,12367 Crosthwaite Circle Poway  California CA 92064-6817 United States,32.9442912,-117.0395032
Construction & Building Materials,488,680,CONSTRUCTION PARTNERS INC,2813410,572,Alabama AL,290 Healthwest Drive Suite 2 Dothan Alabama AL 36303 United States,31.2376859,-85.4530548
Blank Check / Shell Companies,485,,NETFIN ACQUISITION CORP,3064872,3,New York NY,445 Park Avenue 9th Floor  New York NY 10022 United States,40.7610924,-73.9705667
Pharmaceuticals and Biotechnology,483,10,DOVA PHARMACEUTICALS INC,2673857,115,North Carolina NC,240 Leigh Farm Road Suite 245 Durham North Carolina NC 27707 United States,35.917754,-78.981229
Pharmaceuticals and Biotechnology,481,,ATRECA INC,3046594,85,California CA,500 Saginaw Drive Redwood City  California CA 94063 United States,37.5033263,-122.2208044
Real Estate,476,49,FIVE POINT HOLDINGS LLC,2655411,180,California CA,15131 Alton Parkway Irvine  California CA 92618 United States,33.6501992,-117.7290675
Software & Computer Services,473,165,BRIGHTCOVE INC,1799407,495,Massachusetts MA,290 Congress Street Boston  Massachusetts MA 02210 United States,42.3529855,-71.052583
Electronic & Electrical Equipment,469,182,ORASURE TECHNOLOGIES INC ,23317,398,Pennsylvania PA,220 East First Street Bethlehem  Pennsylvania PA 18015 United States,40.6133495,-75.3751933
Blank Check / Shell Companies,467,,CONYERS PARK II ACQUISITION CORP,3059116,2,Connecticut CT,1 Greenwich Office Park 2nd Floor Greenwich Connecticut CT 06831 United States,41.0191007,-73.6491331
Mining,464,144,UNITED STATES LIME & MINERALS INC ,32158,287,Texas TX,5429 LBJ Freeway Suite 230 Dallas Texas TX 75240 United States,32.9268686,-96.8155479
Blank Check / Shell Companies,456,2,FEDERAL STREET ACQUISITION CORP,2682772,,Massachusetts MA,100 Federal Street 35th Floor Boston Massachusetts MA 02110 United States,42.355028,-71.0560446
Blank Check / Shell Companies,453,,RMG ACQUISITION CORP,2992544,,New York NY,340 Madison Avenue 19th Floor  New York NY 10173 United States,40.7538758,-73.9788803
Pharmaceuticals and Biotechnology,446,,PRECISION BIOSCIENCES INC,3014748,,North Carolina NC,302 East Pettigrew Street Dibrell Building Suite A-100 Durham North Carolina NC 27701 United States,35.9919753,-78.8993352
Investment Companies,443,15,MFS INTERMEDIATE INCOME TRUST,20502,,Massachusetts MA,111 Huntington Avenue Boston  Massachusetts MA 02199 United States,42.3473046,-71.0819042
Oil & Gas,440,1061,EXTRACTION OIL & GAS INC,2541629,279,Colorado CO,370 17th Street Suite 5300 Denver Colorado CO 80202 United States,39.7434244,-104.9886301
Pharmaceuticals and Biotechnology,437,2,CRINETICS PHARMACEUTICALS INC,2843776,47,California CA,10222 Barnes Canyon Road Building #2 San Diego California CA 92121 United States,32.9006682,-117.1972518
Banks,433,181,FRANKLIN FINANCIAL NETWORK INC,2230610,338,Tennessee TN,722 Columbia Avenue Franklin  Tennessee TN 37064 United States,35.9217277,-86.8723939
Leisure & Hotels,430,505,DEL TACO RESTAURANTS INC ,2009659,7544,California CA,25521 Commercentre Drive Lake Forest  California CA 92630 United States,33.6663543,-117.6843075
Pharmaceuticals and Biotechnology,422,,BEYONDSPRING INC,2630414,52,New York NY,28 Liberty Street 39th Floor  New York NY 10005 United States,40.708227,-74.0090809
Blank Check / Shell Companies,416,,GORES METROPOULOS INC,2987255,3,California CA,9800 Wilshire Boulevard Beverly Hills  California CA 90212 United States,34.066658,-118.4092361
Pharmaceuticals and Biotechnology,410,1,TRANSLATE BIO INC,2833549,81,Massachusetts MA,29 Hartwell Avenue Lexington  Massachusetts MA 02421 United States,42.473892,-71.2563312
Health,405,280,COMPUTER PROGRAMS & SYSTEMS INC,606121,2000,Alabama AL,6600 Wall Street Mobile  Alabama AL 36695 United States,30.671993,-88.195741
Banks,401,82,HINGHAM INSTITUTION FOR SAVINGS,14825,101,Massachusetts MA,55 Main Street Hingham  Massachusetts MA 02043 United States,42.241237,-70.8883829
Information Technology Hardware,397,201,PAR TECHNOLOGY CORP,23761,1000,New York NY,PAR Technology Park 8383 Seneca Turnpike New Hartford New York NY 13413-4991 United States,43.085905,-75.329938
Electronic & Electrical Equipment,392,1072,KIMBALL ELECTRONICS INC,2162629,5700,Indiana IN,1205 Kimball Boulevard Jasper  Indiana IN 47546 United States,38.3714728,-86.9521607
Banks,389,82,AMERICAN NATIONAL BANKSHARES INC,1886,305,Virginia VA,628 Main Street Danville  Virginia VA 24541 United States,36.5868855,-79.3951675
Software & Computer Services,386,424,PRIORITY TECHNOLOGY HOLDINGS INC ,2526775,562,Georgia GA,2001 Westside Parkway Suite 155 Alpharetta Georgia GA 30004 United States,34.0836873,-84.2746096
Pharmaceuticals and Biotechnology,382,31,PROTAGONIST THERAPEUTICS INC,2505431,64,California CA,7707 Gateway Boulevard Suite 140 Newark California CA 94560-1160 United States,37.5396118,-122.0637698
Oil & Gas,375,1361,EXTERRAN CORP,2359510,4300,Texas TX,4444 Brittmoore Road Houston  Texas TX 77041 United States,29.8359562,-95.5691741
Construction & Building Materials,363,2107,BEAZER HOMES USA INC,3897,1280,Georgia GA,1000 Abernathy Road Suite 260 Atlanta Georgia GA 30328 United States,33.9343834,-84.3544514
Speciality & Other Finance,359,958,OPPENHEIMER HOLDINGS INC ,11495,2976,New York NY,85 Broad Street   New York NY 10004 United States,40.7040662,-74.0111456
Pharmaceuticals and Biotechnology,353,5,CORBUS PHARMACEUTICALS HOLDINGS INC,2237217,77,Massachusetts MA,500 River Ridge Drive Second Floor Norwood Massachusetts MA 02062 United States,42.1740583,-71.1907196
Blank Check / Shell Companies,350,,DIAMOND EAGLE ACQUISITION CORP,3030997,2,California CA,2121 Avenue of the Stars Suite 2300 Los Angeles California CA 90067 United States,34.0551746,-118.4132525
Banks,343,116,HOME BANCORP INC,1324540,,Louisiana LA,503 Kaliste Saloom Road Lafayette  Louisiana LA 70508 United States,30.1821877,-92.0171416
Utilities - Other,334,0,CADIZ INC,5484,10,California CA,550 South Hope Street Suite 2850 Los Angeles California CA 90071 United States,34.0497206,-118.2556317
Automobiles & Parts,332,712,MILLER INDUSTRIES INC (TN),20719,1240,Tennessee TN,8503 Hilltop Drive Ooltewah  Tennessee TN 37363 United States,35.082852,-85.084722
Life Assurance,329,64,GWG HOLDINGS INC,2155644,65,Minnesota MN,220 South Sixth Street Suite 1200 Minneapolis Minnesota MN 55402 United States,44.9769097,-93.2675621
Engineering & Machinery,320,697,VSE CORPORATION,32961,2228,Virginia VA,6348 Walker Lane Alexandria  Virginia VA 22310 United States,38.7673668,-77.1626263
Banks,315,91,SOUTHERN MISSOURI BANCORP INC,28673,415,Missouri MO,2991 Oak Grove Road Poplar Bluff  Missouri MO 63901 United States,36.7896672,-90.4386169
Health,306,81,VIEWRAY INC,2435175,221,Ohio OH,2 Thermo Fisher Way Oakwood Village  Ohio OH 44146 United States,41.3511421,-81.4953636
Media & Entertainment,301,41,DAILY JOURNAL CORP,8605,375,California CA,915 East First Street Los Angeles  California CA 90012 United States,34.0485856,-118.2328805
Insurance,293,156,INVESTORS TITLE CO,16897,385,North Carolina NC,121 North Columbia Street Chapel Hill  North Carolina NC 27514 United States,35.913689,-79.0563078
Mining,285,357,CONSOL COAL RESOURCES LP ,2300983,1572,Pennsylvania PA,1000 Consol Energy Drive Suite 100 Canonsburg Pennsylvania PA 15317-6506 United States,40.2792132,-80.166755
Business Services,280,134,MARLIN BUSINESS SERVICES CORP,607330,341,New Jersey NJ,300 Fellowship Road Mount Laurel  New Jersey NJ 08054 United States,39.9467708,-74.9485527
Banks,275,99,MUTUALFIRST FINANCIAL INC,21405,528,Indiana IN,110 East Charles Street Muncie  Indiana IN 473052400 United States,40.1913742,-85.3857692
Information Technology Hardware,271,421,PREFORMED LINE PRODUCTS CO,24941,2650,Ohio OH,660 Beta Drive Mayfield Village Cleveland Ohio OH 44143 United States,41.5450148,-81.4462671
Life Assurance,267,351,HEALTH INSURANCE INNOVATIONS INC,1930647,222,Florida FL,15438 North Florida Avenue Suite 201 Tampa Florida FL 33613 United States,28.0938851,-82.4611989
Beverages,261,53,CELSIUS HOLDINGS INC,2661016,50,Florida FL,2424 North Federal Highway Suite 208 Boca Raton Florida FL 33431 United States,26.3717503,-80.0750569
Banks,255,68,FIRST CHOICE BANCORP,2834312,177,California CA,17785 Center Court Drive North Suite 750 Cerritos California CA 90703 United States,33.8686153,-118.0616487
Blank Check / Shell Companies,249,,GORDON POINTE ACQUISITION CORP,2769515,2,Florida FL,780 Fifth Avenue South Naples  Florida FL 34102 United States,26.141457,-81.796645
Software & Computer Services,244,301,HURCO COMPANIES INC,15241,800,Indiana IN,One Technology Way Post Office Box 68180 Indianapolis Indiana IN 46268 United States,39.8837723,-86.2517018
Speciality & Other Finance,242,48,OAKTREE STRATEGIC INCOME CORP ,1964809,,California CA,333 South Grand Avenue 28th Floor Los Angeles California CA 90071 United States,34.0529315,-118.2518765
General Retailers,235,598,TILLYS INC,1817261,5600,California CA,10 Whatney Irvine  California CA 92618 United States,33.6375715,-117.7228592
Speciality & Other Finance,232,582,TIPTREE INC ,1972123,1011,New York NY,780 Third Avenue 21st Floor  New York NY 10017 United States,40.7550182,-73.9718457
Pharmaceuticals and Biotechnology,225,,LA JOLLA PHARMACEUTICAL CO,2039703,309,California CA,4550 Towne Centre Court  San Diego California CA 92121 United States,32.8848383,-117.2128135
Investment Companies,221,15,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND ,22797,,Illinois IL,333 West Wacker Drive Chicago  Illinois IL 60606 United States,41.886053,-87.6359543
Leisure & Hotels,658,285,PLAYAGS INC,2767906,678,Nevada NV,5475 South Decatur Boulevard Suite 100 Las Vegas Nevada NV 89118 United States,36.0904847,-115.2086463
Investment Companies,656,22,TEMPLETON DRAGON FUND INC,30390,,Florida FL,300 South East 2nd Street Fort Lauderdale Florida FL 33301-1923 United States,26.120334,-80.140142
Utilities - Other,652,410,HERITAGE-CRYSTAL CLEAN INC,1056840,1338,Illinois IL,2175 Point Boulevard Suite 375 Elgin Illinois IL 60123 United States,42.0794389,-88.3297764
Business Services,648,23,PAYSIGN INC ,2897809,64,Nevada NV,1700 West Horizon Ridge Parkway Suite 200 Henderson Nevada NV 89012 United States,36.0125384,-115.0621217
Chemicals,646,2,ADVANSIX INC,2536336,1485,New Jersey NJ,300 Kimball Drive Suite 101 Parsippany New Jersey NJ 07054 United States,40.861113,-74.406611
Forestry & Paper,644,866,GLATFELTER(PH)CO,13324,2600,Pennsylvania PA,96 South George Street Suite 520 York Pennsylvania PA 17401 United States,39.9611905,-76.7272968
General Retailers,643,73,WINMARK CORP ,13976,107,Minnesota MN,605 Highway 169 North Suite 400 Minneapolis Minnesota MN 55441 United States,44.9862575,-93.403185
Electronic & Electrical Equipment,640,141,AGILYSYS INC ,491487,936,Georgia GA,1000 Windward Concourse Suite 250 Alpharetta Georgia GA 30005 United States,34.0958977,-84.2409687
Oil & Gas,638,947,NEWPARK RESOURCES INC,22071,2500,Texas TX,9320 Lakeside Boulevard Suite 100 The Woodlands Texas TX 77381 United States,30.1705061,-95.4763911
Leisure & Hotels,638,5461,AMC ENTERTAINMENT HOLDINGS INC,2025109,40162,Kansas KS,One AMC Way 11500 Ash Street Leawood Kansas KS 66211 United States,38.9196496,-94.6478164
Insurance,636,,PALOMAR HOLDINGS INC,3022340,63,California CA,7979 Ivanhoe Avenue Suite 500 La Jolla California CA 92037 United States,32.8484791,-117.2723115
Blank Check / Shell Companies,635,,REPLAY ACQUISITION CORP,3018103,,New York NY,767 Fifth Avenue 46th Floor Suite 4600 New York NY 10153 United States,40.7636433,-73.9726971
Mining,632,2031,CONTURA ENERGY INC,2944533,4420,Tennessee TN,340 Martin Luther King Jr Boulevard Bristol  Tennessee TN 37620 United States,36.5910455,-82.1824523
Speciality & Other Finance,629,423,B. RILEY FINANCIAL INC,2308192,1071,California CA,21255 Burbank Boulevard Suite 400 Woodland Hills California CA 91367 United States,34.1743144,-118.5941467
Household Products,627,1180,INTERFACE INC,16341,4094,Georgia GA,1280 West Peachtree Street North West Atlanta  Georgia GA 30339 United States,33.7893934,-84.388618
Software & Computer Services,626,142,DOMO INC,2835253,761,Utah UT,772 East Utah Valley Drive American Fork  Utah UT 84003 United States,40.3574937,-111.7779549
Food Producers & Processors,622,1889,VALHI INC,32239,2766,Texas TX,Three Lincoln Centre 5430 LBJ Freeway Suite 1700 Dallas Texas TX 75240-2697 United States,32.9247903,-96.8169565
Electronic & Electrical Equipment,620,175,PLUG POWER INC,24645,685,New York NY,968 Albany Shaker Road Latham  New York NY 12110 United States,42.7647132,-73.8172515
Pharmaceuticals and Biotechnology,613,81,SURMODICS INC ,29657,338,Minnesota MN,9924 West 74th Street Eden Prairie  Minnesota MN 55344 United States,44.8694285,-93.4037094
Consumer Services,613,662,CARS.COM INC,2665107,1400,Illinois IL,300 South Riverside Plaza Suite 1000 Chicago Illinois IL 60606 United States,41.8775797,-87.6385711
Oil & Gas,611,2137,KEANE GROUP INC,2602591,2833,Texas TX,1800 Post Oak Boulevard Suite 450 Houston Texas TX 77056 United States,29.7471132,-95.461645
Real Estate,610,397,PREFERRED APARTMENT COMMUNITIES INC,1696099,,Georgia GA,3284 Northside Parkway Northwest Suite 150 Atlanta Georgia GA 30327 United States,33.8440304,-84.4275241
Investment Companies,609,51,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND ,1023337,,Illinois IL,333 West Wacker Drive Chicago  Illinois IL 60606 United States,41.886053,-87.6359543
Electronic & Electrical Equipment,607,323,NATIONAL PRESTO INDUSTRIES INC,21624,949,Wisconsin WI,3925 North Hastings Way Eau Clarie  Wisconsin WI 54703-3703 United States,44.8593333,-91.4541292
Pharmaceuticals and Biotechnology,602,,ROCKET PHARMACEUTICALS INC ,2218428,33,New York NY,350 Fifth Avenue Suite 7530  New York NY 10118 United States,40.7482436,-73.9851073
Blank Check / Shell Companies,602,,ACT II GLOBAL ACQUISITION CORP,3026056,,New York NY,1345 Avenue of the Americas 11th Floor  New York NY 10105 United States,40.7629384,-73.978958
Banks,601,165,HARBORONE BANCORP INC,2484686,658,Massachusetts MA,770 Oak Street Brockton  Massachusetts MA 02301 United States,42.0994413,-71.0585981
Electronic & Electrical Equipment,600,542,VEECO INSTRUMENTS INC,32422,1043,New York NY,1 Terminal Drive Plainview  New York NY 11803 United States,40.7922859,-73.4658066
Health,598,627,EVOLENT HEALTH INC,2292952,3800,Virginia VA,800 North Glebe Road Suite 500 Arlington Virginia VA 22203 United States,38.8802115,-77.1149873
Steel & Other Metals,596,890,QUANEX BUILDING PRODUCTS CORP,1063138,3818,Texas TX,1800 West Loop South Suite 1500 Houston Texas TX 77027 United States,29.7490993,-95.4572227
Pharmaceuticals and Biotechnology,596,0,TG THERAPEUTICS INC,1955483,105,New York NY,2 Gansevoort Street 9th Floor New York New York NY 10014 United States,40.7392568,-74.0040549
Software & Computer Services,592,21,DIGIMARC CORP,1694078,213,Oregon OR,9405 South West Gemini Drive Beaverton  Oregon OR 97008 United States,45.4517651,-122.7930797
Real Estate,589,495,HERSHA HOSPITALITY TRUST,14713,54,Pennsylvania PA,44 Hersha Drive Harrisburg  Pennsylvania PA 17102 United States,40.2753177,-76.8977039
Software & Computer Services,589,578,RIBBON COMMUNICATIONS INC ,28591,2245,Massachusetts MA,4 Technology Park Drive Westford  Massachusetts MA 01886 United States,42.5728445,-71.4129599
Leisure Goods,588,497,MALIBU BOATS INC,2040031,1345,Tennessee TN,5075 Kimberly Way Loudon  Tennessee TN 37774 United States,35.761876,-84.32906
Telecommunication Services,588,130,GLOBALSTAR INC,2062765,353,Louisiana LA,1351 Holiday Square Boulevard Covington  Louisiana LA 70433 United States,30.4343976,-90.091285
Pharmaceuticals and Biotechnology,587,,AVROBIO INC,2829609,49,Massachusetts MA,One Kendall Square Building 300 Suite 201 Cambridge Massachusetts MA 02139 United States,42.3659601,-71.0909314
Banks,585,165,NICOLET BANKSHARES INC,2415981,550,Wisconsin WI,111 North Washington Street Green Bay  Wisconsin WI 54301 United States,44.5152881,-88.0162054
Business Services,584,500,EXP WORLD HOLDINGS INC,2818767,354,Washington WA,2219 Rimland Drive Suite 301 Bellingham Washington WA 98226 United States,48.7731693,-122.445014
Food Producers & Processors,583,820,PHIBRO ANIMAL HEALTH CORP,2060759,1500,New Jersey NJ,Glenpointe Centre East 3rd Floor 300 Frank West Burr Boulevard Suite 21 Teaneck New Jersey NJ 07666-6712 United States,40.872944,-74.0069641
Forestry & Paper,579,1710,KOPPERS HOLDINGS INC,828460,2229,Pennsylvania PA,436 Seventh Avenue Pittsburgh  Pennsylvania PA 15219 United States,40.4420849,-79.9956257
Media & Entertainment,578,612,AMERICAS CAR-MART INC,607817,1504,Arkansas AR,802 Southeast Plaza Avenue Suite 200 Bentonville Arkansas AR 72712 United States,36.333462,-94.2005445
Transport,576,1462,UNIVERSAL LOGISTICS HOLDINGS INC ,633076,6335,Michigan MI,12755 East Nine Mile Road Warren  Michigan MI 48089 United States,42.4659198,-82.99484
Oil & Gas,576,2095,CROSSAMERICA PARTNERS LP ,1899182,604,Pennsylvania PA,515 Hamilton Street Suite 500 Allentown Pennsylvania PA 18101 United States,40.6034607,-75.4687913
Transport,574,2440,ECHO GLOBAL LOGISTICS INC,1584106,2595,Illinois IL,600 West Chicago Avenue Suite 725 Chicago Illinois IL 60654 United States,41.897641,-87.6433945
Banks,570,105,BANK OF MARIN BANCORP,481147,290,California CA,504 Redwood Boulevard Suite 100 Novato California CA 94947 United States,38.073574,-122.542489
Life Assurance,568,320,INDEPENDENCE HOLDING CO,15798,350,Connecticut CT,96 Cummings Point Road Stamford  Connecticut CT 06902 United States,41.0261417,-73.5530772
